# energy     flux
0.63862234	0.0010014958
0.6841174	0.002133739
0.7602925	0.0049130605
0.83879244	0.008728144
1.0420908	0.021828555
1.1785908	0.03210038
1.2628279	0.03659458
1.3726457	0.039938223
1.4925791	0.041524827
1.6236682	0.040932555
1.766873	0.03862623
1.8881948	0.033892184
2.1164098	0.026219362
2.2203758	0.022345524
2.3977392	0.017035823
2.7450771	0.009570932
3.612881	0.0017809874
3.9108026	0.0010004622
0.80660766	0.0010019882
0.8907837	0.0015654616
0.9989963	0.003729055
1.1024556	0.006388206
1.2633783	0.010477211
1.4484489	0.016212467
1.6166385	0.021585554
1.8062735	0.025091661
2.036784	0.029738925
2.320111	0.03183602
2.476885	0.031840403
2.6945252	0.031234482
3.0163078	0.028492887
3.3458858	0.025246337
3.7856224	0.019436775
4.5779467	0.012877933
5.431991	0.008869379
6.32487	0.0062582027
7.7985024	0.0037817105
9.797172	0.002274253
6.1808124	0.0010014268
6.5789866	0.00146181
7.2696886	0.0021236918
8.338407	0.0031004986
9.395402	0.0040488625
11.301298	0.0053137313
12.863613	0.0062675634
14.645236	0.00718069
19.888288	0.009564441
31.325352	0.014809943
56.708797	0.025769265
73.53013	0.032380935
92.745125	0.038573854
128.39629	0.0477776
162.04106	0.052923523
220.41962	0.056952108
255.88374	0.058936376
382.18008	0.062823094
452.15692	0.06284534
545.0342	0.06287006
639.05206	0.060206246
800.2522	0.05466897
912.712	0.049872383
1022.21234	0.0427163
1234.802	0.03257382
1409.8777	0.025818724
1612.2185	0.016857361
1802.6665	0.0053968765
1843.4587	0.0010184373
7.8066335	0.0010019193
8.244149	0.0012164527
9.115886	0.0016195738
10.753165	0.0023646476
13.405053	0.0038229113
16.416563	0.005501463
19.562395	0.007255068
25.575045	0.010492779
39.13953	0.017900465
70.79052	0.034989662
113.68411	0.04941403
156.02733	0.056089036
220.29436	0.061247595
288.82318	0.061580326
408.2367	0.05842516
535.55493	0.054358613
823.93085	0.047272447
1279.8702	0.039547052
1810.3335	0.034219343
2289.304	0.029316776
2867.8645	0.025360787
3463.1133	0.02020158
4383.52	0.015331965
4957.1855	0.0125716515
5505.715	0.009492486
6292.06	0.0066976016
6933.5635	0.0041859346
7496.2163	0.0027460048
7961.4614	0.0016112822
8294.365	0.0010167264
