237.14		59.31	79.09	8.42E-11	1.80E-11	30.73
421.70		105.47	140.65	5.57E-11	1.48E-11	20.60
749.89		187.55	250.11	7.65E-11	1.56E-11	47.06
1333.52		333.52	444.76	5.50E-11	1.48E-11	34.27
2371.37		593.09	790.90	4.22E-11	1.56E-11	19.94

