#Energy [keV] Err_energy [keV]  Flux [ergs cm-2 s-1] err_flux [ergs cm-2 s-1]
1875 1125 1.13022998E-2 0
6500 3500 1.39664002E-2 0
20000 10000 9.75727011E-3 0
