133.35		33.35	44.48	9.23E-11 9.23E-12 8.307E-11	0.00	0.00
4216.97		1054.69	1406.45	5.39E-11 5.39E-12 4.851E-11	0.00	0.00
7498.94		1875.53	2501.06	2.37E-11 2.37E-12 2.133E-11	0.00	0.00
13335.21	3335.21	4447.58	3.91E-11 3.91E-12 3.519E-11	0.00	0.00
23713.74	5930.94	7909.04	6.94E-11 6.94E-12 6.246E-11	0.00	0.00
