6.56E-02	1.56E-02	2.04E-02	5.27E-11	1.17E-11
1.17E-01	3.06E-02	4.14E-02	4.26E-11	8.41E-12
2.14E-01	5.61E-02	7.59E-02	4.57E-11	2.36E-11
